Organizer,Year_Month,Day_of_Week,Day_Type,Goal,Date,AdSet_name,Amount_spent,Link_clicks,Impressions,Conversions,Ad_Type,Phase
3916,2025 | Março,Segunda-Feira,Dia útil,Leads,2025-03-03,midfunnel_full_dados_video_eu_tenho_2_certezas_na_vida,83.44,35.0,6319,9.0,Video,14º Lançamento | Leads
3917,2025 | Março,Segunda-Feira,Dia útil,Leads,2025-03-03,midfunnel_full_dados_video_voce_trabalha_com_planilhas_power_bi_sua_rotina_eh_o_caos,89.88,29.0,4888,8.0,Video,14º Lançamento | Leads
3918,2025 | Março,Segunda-Feira,Dia útil,Leads,2025-03-03,midfunnel_full_dados_video_se_a_sua_rotina_tem_muito_trabalho_manual_eu_quero_te_fazer_um_convite,92.3,34.0,5888,8.0,Video,14º Lançamento | Leads
3919,2025 | Março,Segunda-Feira,Dia útil,Leads,2025-03-03,topfunnel_LAL1_compradores_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,50.4,13.0,1837,7.0,Video,14º Lançamento | Leads
3920,2025 | Março,Segunda-Feira,Dia útil,Leads,2025-03-03,topfunnel_LAL1_compradores_video_ta_vendo_esse_dashboard_bonitao_ai,51.55,35.0,4373,18.0,Video,14º Lançamento | Leads
3921,2025 | Março,Segunda-Feira,Dia útil,Leads,2025-03-03,topfunnel_LAL1_compradores_video_eu_tenho_2_certezas_na_vida,47.61,9.0,2477,3.0,Video,14º Lançamento | Leads
3922,2025 | Março,Segunda-Feira,Dia útil,Leads,2025-03-03,topfunnel_LAL1_compradores_video_voce_trabalha_com_planilhas_power_bi_sua_rotina_eh_o_caos,50.3,10.0,1893,4.0,Video,14º Lançamento | Leads
3923,2025 | Março,Segunda-Feira,Dia útil,Leads,2025-03-03,topfunnel_LAL1_compradores_video_se_a_sua_rotina_tem_muito_trabalho_manual_eu_quero_te_fazer_um_convite,48.06,16.0,1718,6.0,Video,14º Lançamento | Leads
3924,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-04,midfunnel_full_dados_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,92.85,41.0,3950,17.0,Video,14º Lançamento | Leads
3925,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-04,midfunnel_full_dados_video_ta_vendo_esse_dashboard_bonitao_ai,84.72,77.0,8050,32.0,Video,14º Lançamento | Leads
3926,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-04,midfunnel_full_dados_video_eu_tenho_2_certezas_na_vida,82.09,38.0,6833,9.0,Video,14º Lançamento | Leads
3927,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-04,midfunnel_full_dados_video_voce_trabalha_com_planilhas_power_bi_sua_rotina_eh_o_caos,90.04,37.0,2794,15.0,Video,14º Lançamento | Leads
3928,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-04,midfunnel_full_dados_video_se_a_sua_rotina_tem_muito_trabalho_manual_eu_quero_te_fazer_um_convite,89.06,49.0,6405,13.0,Video,14º Lançamento | Leads
3929,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-04,topfunnel_LAL1_compradores_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,51.95,23.0,2142,13.0,Video,14º Lançamento | Leads
3930,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-04,topfunnel_LAL1_compradores_video_ta_vendo_esse_dashboard_bonitao_ai,48.3,22.0,4565,14.0,Video,14º Lançamento | Leads
3931,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-04,topfunnel_LAL1_compradores_video_eu_tenho_2_certezas_na_vida,47.25,16.0,3192,7.0,Video,14º Lançamento | Leads
3932,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-04,topfunnel_LAL1_compradores_video_voce_trabalha_com_planilhas_power_bi_sua_rotina_eh_o_caos,48.99,15.0,1309,8.0,Video,14º Lançamento | Leads
3933,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-04,topfunnel_LAL1_compradores_video_se_a_sua_rotina_tem_muito_trabalho_manual_eu_quero_te_fazer_um_convite,51.72,11.0,1436,3.0,Video,14º Lançamento | Leads
3934,2025 | Março,Quarta-Feira,Dia útil,Leads,2025-03-05,midfunnel_full_dados_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,85.94,51.0,5355,20.0,Video,14º Lançamento | Leads
3935,2025 | Março,Quarta-Feira,Dia útil,Leads,2025-03-05,midfunnel_full_dados_video_ta_vendo_esse_dashboard_bonitao_ai,84.29,69.0,7676,31.0,Video,14º Lançamento | Leads
3936,2025 | Março,Quarta-Feira,Dia útil,Leads,2025-03-05,midfunnel_full_dados_video_eu_tenho_2_certezas_na_vida,85.53,55.0,6549,10.0,Video,14º Lançamento | Leads
3937,2025 | Março,Quarta-Feira,Dia útil,Leads,2025-03-05,midfunnel_full_dados_video_voce_trabalha_com_planilhas_power_bi_sua_rotina_eh_o_caos,85.95,28.0,3988,9.0,Video,14º Lançamento | Leads
3938,2025 | Março,Quarta-Feira,Dia útil,Leads,2025-03-05,midfunnel_full_dados_video_se_a_sua_rotina_tem_muito_trabalho_manual_eu_quero_te_fazer_um_convite,82.6,50.0,5956,16.0,Video,14º Lançamento | Leads
3939,2025 | Março,Quarta-Feira,Dia útil,Leads,2025-03-05,topfunnel_LAL1_compradores_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,48.64,27.0,2769,12.0,Video,14º Lançamento | Leads
3940,2025 | Março,Quarta-Feira,Dia útil,Leads,2025-03-05,topfunnel_LAL1_compradores_video_ta_vendo_esse_dashboard_bonitao_ai,47.61,30.0,4959,6.0,Video,14º Lançamento | Leads
3941,2025 | Março,Quarta-Feira,Dia útil,Leads,2025-03-05,topfunnel_LAL1_compradores_video_eu_tenho_2_certezas_na_vida,48.77,16.0,3639,3.0,Video,14º Lançamento | Leads
3942,2025 | Março,Quarta-Feira,Dia útil,Leads,2025-03-05,topfunnel_LAL1_compradores_video_voce_trabalha_com_planilhas_power_bi_sua_rotina_eh_o_caos,49.08,24.0,1910,8.0,Video,14º Lançamento | Leads
3943,2025 | Março,Quarta-Feira,Dia útil,Leads,2025-03-05,topfunnel_LAL1_compradores_video_se_a_sua_rotina_tem_muito_trabalho_manual_eu_quero_te_fazer_um_convite,49.6,10.0,1544,4.0,Video,14º Lançamento | Leads
3944,2025 | Março,Quinta-Feira,Dia útil,Leads,2025-03-06,midfunnel_full_dados_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,150.69,72.0,8763,21.0,Video,14º Lançamento | Leads
3945,2025 | Março,Quinta-Feira,Dia útil,Leads,2025-03-06,midfunnel_full_dados_video_ta_vendo_esse_dashboard_bonitao_ai,159.66,120.0,15351,35.0,Video,14º Lançamento | Leads
3946,2025 | Março,Quinta-Feira,Dia útil,Leads,2025-03-06,midfunnel_full_dados_video_eu_tenho_2_certezas_na_vida,22.35,10.0,1669,5.0,Video,14º Lançamento | Leads
3947,2025 | Março,Quinta-Feira,Dia útil,Leads,2025-03-06,midfunnel_full_dados_video_voce_trabalha_com_planilhas_power_bi_sua_rotina_eh_o_caos,29.85,11.0,1649,5.0,Video,14º Lançamento | Leads
3948,2025 | Março,Quinta-Feira,Dia útil,Leads,2025-03-06,midfunnel_full_dados_video_se_a_sua_rotina_tem_muito_trabalho_manual_eu_quero_te_fazer_um_convite,153.01,69.0,9898,25.0,Video,14º Lançamento | Leads
3949,2025 | Março,Quinta-Feira,Dia útil,Leads,2025-03-06,topfunnel_LAL1_compradores_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,84.23,34.0,4998,11.0,Video,14º Lançamento | Leads
3950,2025 | Março,Quinta-Feira,Dia útil,Leads,2025-03-06,topfunnel_LAL1_compradores_video_ta_vendo_esse_dashboard_bonitao_ai,98.15,72.0,10346,17.0,Video,14º Lançamento | Leads
3951,2025 | Março,Quinta-Feira,Dia útil,Leads,2025-03-06,topfunnel_LAL1_compradores_video_eu_tenho_2_certezas_na_vida,12.4,2.0,949,1.0,Video,14º Lançamento | Leads
3952,2025 | Março,Quinta-Feira,Dia útil,Leads,2025-03-06,topfunnel_LAL1_compradores_video_voce_trabalha_com_planilhas_power_bi_sua_rotina_eh_o_caos,84.01,32.0,4148,14.0,Video,14º Lançamento | Leads
3953,2025 | Março,Quinta-Feira,Dia útil,Leads,2025-03-06,topfunnel_LAL1_compradores_video_se_a_sua_rotina_tem_muito_trabalho_manual_eu_quero_te_fazer_um_convite,14.54,8.0,578,4.0,Video,14º Lançamento | Leads
3954,2025 | Março,Sexta-Feira,Dia útil,Leads,2025-03-07,midfunnel_full_dados_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,171.62,76.0,9899,27.0,Video,14º Lançamento | Leads
3955,2025 | Março,Sexta-Feira,Dia útil,Leads,2025-03-07,midfunnel_full_dados_video_ta_vendo_esse_dashboard_bonitao_ai,164.69,117.0,18186,34.0,Video,14º Lançamento | Leads
3956,2025 | Março,Sexta-Feira,Dia útil,Leads,2025-03-07,midfunnel_full_dados_video_se_a_sua_rotina_tem_muito_trabalho_manual_eu_quero_te_fazer_um_convite,171.14,52.0,9466,8.0,Video,14º Lançamento | Leads
3957,2025 | Março,Sexta-Feira,Dia útil,Leads,2025-03-07,topfunnel_LAL1_compradores_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,95.21,42.0,5473,13.0,Video,14º Lançamento | Leads
3958,2025 | Março,Sexta-Feira,Dia útil,Leads,2025-03-07,topfunnel_LAL1_compradores_video_ta_vendo_esse_dashboard_bonitao_ai,86.31,66.0,11147,21.0,Video,14º Lançamento | Leads
3959,2025 | Março,Sexta-Feira,Dia útil,Leads,2025-03-07,topfunnel_LAL1_compradores_video_voce_trabalha_com_planilhas_power_bi_sua_rotina_eh_o_caos,100.11,40.0,4299,9.0,Video,14º Lançamento | Leads
3960,2025 | Março,Sábado,Final de Semana,Leads,2025-03-08,midfunnel_full_dados_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,171.24,89.0,9948,23.0,Video,14º Lançamento | Leads
3961,2025 | Março,Sábado,Final de Semana,Leads,2025-03-08,midfunnel_full_dados_video_ta_vendo_esse_dashboard_bonitao_ai,167.06,132.0,19774,21.0,Video,14º Lançamento | Leads
3962,2025 | Março,Sábado,Final de Semana,Leads,2025-03-08,midfunnel_full_dados_video_se_a_sua_rotina_tem_muito_trabalho_manual_eu_quero_te_fazer_um_convite,170.96,71.0,8528,19.0,Video,14º Lançamento | Leads
3963,2025 | Março,Sábado,Final de Semana,Leads,2025-03-08,topfunnel_LAL1_compradores_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,92.83,47.0,5923,13.0,Video,14º Lançamento | Leads
3964,2025 | Março,Sábado,Final de Semana,Leads,2025-03-08,topfunnel_LAL1_compradores_video_ta_vendo_esse_dashboard_bonitao_ai,87.34,51.0,11883,7.0,Video,14º Lançamento | Leads
3965,2025 | Março,Sábado,Final de Semana,Leads,2025-03-08,topfunnel_LAL1_compradores_video_voce_trabalha_com_planilhas_power_bi_sua_rotina_eh_o_caos,90.59,23.0,4214,5.0,Video,14º Lançamento | Leads
3966,2025 | Março,Domingo,Final de Semana,Leads,2025-03-09,midfunnel_full_dados_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,191.09,95.0,12308,31.0,Video,14º Lançamento | Leads
3967,2025 | Março,Domingo,Final de Semana,Leads,2025-03-09,midfunnel_full_dados_video_ta_vendo_esse_dashboard_bonitao_ai,189.57,123.0,21824,19.0,Video,14º Lançamento | Leads
3968,2025 | Março,Domingo,Final de Semana,Leads,2025-03-09,midfunnel_full_dados_video_eu_tenho_2_certezas_na_vida,0.0,,0,,Video,14º Lançamento | Leads
3970,2025 | Março,Domingo,Final de Semana,Leads,2025-03-09,topfunnel_LAL1_compradores_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,107.91,48.0,7540,14.0,Video,14º Lançamento | Leads
3971,2025 | Março,Domingo,Final de Semana,Leads,2025-03-09,topfunnel_LAL1_compradores_video_ta_vendo_esse_dashboard_bonitao_ai,107.03,59.0,13505,13.0,Video,14º Lançamento | Leads
3972,2025 | Março,Domingo,Final de Semana,Leads,2025-03-09,topfunnel_LAL1_compradores_video_voce_trabalha_com_planilhas_power_bi_sua_rotina_eh_o_caos,108.23,52.0,6232,11.0,Video,14º Lançamento | Leads
3973,2025 | Março,Segunda-Feira,Dia útil,Leads,2025-03-10,midfunnel_full_dados_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,63.35,36.0,4501,6.0,Video,14º Lançamento | Leads
3974,2025 | Março,Segunda-Feira,Dia útil,Leads,2025-03-10,midfunnel_full_dados_video_ta_vendo_esse_dashboard_bonitao_ai,59.38,33.0,6401,6.0,Video,14º Lançamento | Leads
3975,2025 | Março,Segunda-Feira,Dia útil,Leads,2025-03-10,midfunnel_full_dados_video_se_a_sua_rotina_tem_muito_trabalho_manual_eu_quero_te_fazer_um_convite,67.33,24.0,3849,4.0,Video,14º Lançamento | Leads
3976,2025 | Março,Segunda-Feira,Dia útil,Leads,2025-03-10,topfunnel_LAL1_compradores_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,22.94,7.0,1665,2.0,Video,14º Lançamento | Leads
3977,2025 | Março,Segunda-Feira,Dia útil,Leads,2025-03-10,topfunnel_LAL1_compradores_video_ta_vendo_esse_dashboard_bonitao_ai,23.79,14.0,3316,3.0,Video,14º Lançamento | Leads
3978,2025 | Março,Segunda-Feira,Dia útil,Leads,2025-03-10,topfunnel_LAL1_compradores_video_voce_trabalha_com_planilhas_power_bi_sua_rotina_eh_o_caos,28.54,7.0,2097,1.0,Video,14º Lançamento | Leads
3979,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-11,midfunnel_full_dados_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,167.53,64.0,10804,29.0,Video,14º Lançamento | Leads
3980,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-11,midfunnel_full_dados_video_ta_vendo_esse_dashboard_bonitao_ai,168.77,90.0,16288,29.0,Video,14º Lançamento | Leads
3981,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-11,midfunnel_full_dados_video_voce_trabalha_com_planilhas_power_bi_sua_rotina_eh_o_caos,0.0,,0,1.0,Video,14º Lançamento | Leads
3982,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-11,midfunnel_full_dados_video_se_a_sua_rotina_tem_muito_trabalho_manual_eu_quero_te_fazer_um_convite,163.1,61.0,9606,12.0,Video,14º Lançamento | Leads
3983,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-11,topfunnel_LAL1_compradores_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,14.74,3.0,954,1.0,Video,14º Lançamento | Leads
3984,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-11,topfunnel_LAL1_compradores_video_ta_vendo_esse_dashboard_bonitao_ai,20.56,8.0,2080,1.0,Video,14º Lançamento | Leads
3985,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-11,topfunnel_LAL1_compradores_video_voce_trabalha_com_planilhas_power_bi_sua_rotina_eh_o_caos,14.6,1.0,990,1.0,Video,14º Lançamento | Leads
3986,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-11,topfunnel_LAL1_compradores_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,71.42,29.0,4208,10.0,Video,14º Lançamento | Leads
3987,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-11,topfunnel_LAL1_compradores_video_ta_vendo_esse_dashboard_bonitao_ai,76.56,39.0,7868,13.0,Video,14º Lançamento | Leads
3988,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-11,topfunnel_LAL1_compradores_video_voce_trabalha_com_planilhas_power_bi_sua_rotina_eh_o_caos,61.0,11.0,3250,3.0,Video,14º Lançamento | Leads
3989,2025 | Março,Quarta-Feira,Dia útil,Leads,2025-03-12,midfunnel_full_dados_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,202.68,88.0,12178,40.0,Video,14º Lançamento | Leads
3990,2025 | Março,Quarta-Feira,Dia útil,Leads,2025-03-12,midfunnel_full_dados_video_ta_vendo_esse_dashboard_bonitao_ai,201.45,98.0,19390,45.0,Video,14º Lançamento | Leads
3991,2025 | Março,Quarta-Feira,Dia útil,Leads,2025-03-12,midfunnel_full_dados_video_se_a_sua_rotina_tem_muito_trabalho_manual_eu_quero_te_fazer_um_convite,200.6,64.0,10711,19.0,Video,14º Lançamento | Leads
3992,2025 | Março,Quarta-Feira,Dia útil,Leads,2025-03-12,topfunnel_LAL1_compradores_video_ta_vendo_esse_dashboard_bonitao_ai,0.0,,0,,Video,14º Lançamento | Leads
3993,2025 | Março,Quarta-Feira,Dia útil,Leads,2025-03-12,topfunnel_LAL1_compradores_video_voce_trabalha_com_planilhas_power_bi_sua_rotina_eh_o_caos,0.0,,0,,Video,14º Lançamento | Leads
3994,2025 | Março,Quarta-Feira,Dia útil,Leads,2025-03-12,topfunnel_LAL1_compradores_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,98.23,40.0,6681,25.0,Video,14º Lançamento | Leads
3995,2025 | Março,Quarta-Feira,Dia útil,Leads,2025-03-12,topfunnel_LAL1_compradores_video_ta_vendo_esse_dashboard_bonitao_ai,96.37,60.0,11128,18.0,Video,14º Lançamento | Leads
3996,2025 | Março,Quarta-Feira,Dia útil,Leads,2025-03-12,topfunnel_LAL1_compradores_video_voce_trabalha_com_planilhas_power_bi_sua_rotina_eh_o_caos,102.69,37.0,5230,11.0,Video,14º Lançamento | Leads
3997,2025 | Março,Quinta-Feira,Dia útil,Leads,2025-03-13,midfunnel_full_dados_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,272.84,118.0,17147,54.0,Video,14º Lançamento | Leads
3998,2025 | Março,Quinta-Feira,Dia útil,Leads,2025-03-13,midfunnel_full_dados_video_ta_vendo_esse_dashboard_bonitao_ai,270.07,141.0,22910,46.0,Video,14º Lançamento | Leads
4000,2025 | Março,Quinta-Feira,Dia útil,Leads,2025-03-13,topfunnel_LAL1_compradores_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,142.31,56.0,10862,24.0,Video,14º Lançamento | Leads
4001,2025 | Março,Quinta-Feira,Dia útil,Leads,2025-03-13,topfunnel_LAL1_compradores_video_ta_vendo_esse_dashboard_bonitao_ai,135.42,67.0,13642,28.0,Video,14º Lançamento | Leads
4002,2025 | Março,Quinta-Feira,Dia útil,Leads,2025-03-13,topfunnel_LAL1_compradores_video_voce_trabalha_com_planilhas_power_bi_sua_rotina_eh_o_caos,62.26,19.0,2760,10.0,Video,14º Lançamento | Leads
4003,2025 | Março,Quinta-Feira,Dia útil,Leads,2025-03-13,midfunnel_full_dados_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,59.02,17.0,2871,7.0,Video,14º Lançamento | Leads
4004,2025 | Março,Quinta-Feira,Dia útil,Leads,2025-03-13,midfunnel_full_dados_video_ta_vendo_esse_dashboard_bonitao_ai,69.06,32.0,4038,7.0,Video,14º Lançamento | Leads
4005,2025 | Março,Sexta-Feira,Dia útil,Leads,2025-03-14,midfunnel_full_dados_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,481.15,165.0,26934,64.0,Video,14º Lançamento | Leads
4006,2025 | Março,Sexta-Feira,Dia útil,Leads,2025-03-14,midfunnel_full_dados_video_ta_vendo_esse_dashboard_bonitao_ai,484.99,215.0,34550,65.0,Video,14º Lançamento | Leads
4007,2025 | Março,Sexta-Feira,Dia útil,Leads,2025-03-14,midfunnel_full_dados_video_se_a_sua_rotina_tem_muito_trabalho_manual_eu_quero_te_fazer_um_convite,0.0,,0,2.0,Video,14º Lançamento | Leads
4008,2025 | Março,Sexta-Feira,Dia útil,Leads,2025-03-14,topfunnel_LAL1_compradores_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,246.9,90.0,18197,34.0,Video,14º Lançamento | Leads
4009,2025 | Março,Sexta-Feira,Dia útil,Leads,2025-03-14,topfunnel_LAL1_compradores_video_ta_vendo_esse_dashboard_bonitao_ai,244.14,110.0,25179,24.0,Video,14º Lançamento | Leads
4010,2025 | Março,Sexta-Feira,Dia útil,Leads,2025-03-14,topfunnel_LAL1_compradores_video_voce_trabalha_com_planilhas_power_bi_sua_rotina_eh_o_caos,0.0,,0,1.0,Video,14º Lançamento | Leads
4011,2025 | Março,Sexta-Feira,Dia útil,Leads,2025-03-14,midfunnel_full_dados_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,0.0,,0,1.0,Video,14º Lançamento | Leads
4012,2025 | Março,Sexta-Feira,Dia útil,Leads,2025-03-14,midfunnel_full_dados_video_ta_vendo_esse_dashboard_bonitao_ai,0.0,,0,1.0,Video,14º Lançamento | Leads
4013,2025 | Março,Sábado,Final de Semana,Leads,2025-03-15,midfunnel_full_dados_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,484.79,162.0,23298,70.0,Video,14º Lançamento | Leads
4015,2025 | Março,Sábado,Final de Semana,Leads,2025-03-15,midfunnel_full_dados_video_se_a_sua_rotina_tem_muito_trabalho_manual_eu_quero_te_fazer_um_convite,0.0,,0,,Video,14º Lançamento | Leads
4016,2025 | Março,Sábado,Final de Semana,Leads,2025-03-15,topfunnel_LAL1_compradores_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,237.08,98.0,15211,37.0,Video,14º Lançamento | Leads
4017,2025 | Março,Sábado,Final de Semana,Leads,2025-03-15,topfunnel_LAL1_compradores_video_ta_vendo_esse_dashboard_bonitao_ai,240.06,119.0,23046,36.0,Video,14º Lançamento | Leads
4018,2025 | Março,Sábado,Final de Semana,Leads,2025-03-15,midfunnel_full_dados_video_ta_vendo_esse_dashboard_bonitao_ai,0.0,,0,,Video,14º Lançamento | Leads
4019,2025 | Março,Domingo,Final de Semana,Leads,2025-03-16,midfunnel_full_dados_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,471.82,145.0,19649,63.0,Video,14º Lançamento | Leads
4020,2025 | Março,Domingo,Final de Semana,Leads,2025-03-16,midfunnel_full_dados_video_ta_vendo_esse_dashboard_bonitao_ai,462.86,211.0,31620,67.0,Video,14º Lançamento | Leads
4021,2025 | Março,Domingo,Final de Semana,Leads,2025-03-16,topfunnel_LAL1_compradores_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,271.05,90.0,14745,40.0,Video,14º Lançamento | Leads
4022,2025 | Março,Domingo,Final de Semana,Leads,2025-03-16,topfunnel_LAL1_compradores_video_ta_vendo_esse_dashboard_bonitao_ai,266.15,123.0,22308,49.0,Video,14º Lançamento | Leads
4023,2025 | Março,Segunda-Feira,Dia útil,Leads,2025-03-17,midfunnel_full_dados_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,301.48,108.0,15966,40.0,Video,14º Lançamento | Leads
4024,2025 | Março,Segunda-Feira,Dia útil,Leads,2025-03-17,midfunnel_full_dados_video_ta_vendo_esse_dashboard_bonitao_ai,287.03,125.0,19670,50.0,Video,14º Lançamento | Leads
4025,2025 | Março,Segunda-Feira,Dia útil,Leads,2025-03-17,topfunnel_LAL1_compradores_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,204.2,66.0,12284,25.0,Video,14º Lançamento | Leads
4026,2025 | Março,Segunda-Feira,Dia útil,Leads,2025-03-17,topfunnel_LAL1_compradores_video_ta_vendo_esse_dashboard_bonitao_ai,202.68,75.0,17931,20.0,Video,14º Lançamento | Leads
4027,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-18,midfunnel_full_dados_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,47.06,15.0,2500,5.0,Video,14º Lançamento | Live
4028,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-18,midfunnel_full_dados_video_ta_vendo_esse_dashboard_bonitao_ai,41.88,11.0,2502,7.0,Video,14º Lançamento | Live
4029,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-18,topfunnel_LAL1_compradores_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,26.37,10.0,1602,4.0,Video,14º Lançamento | Live
4030,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-18,topfunnel_LAL1_compradores_video_ta_vendo_esse_dashboard_bonitao_ai,26.07,13.0,2209,4.0,Video,14º Lançamento | Live
